ID, Technique Title,APTs containig ID
T1223,
T1202,Indirect Command Execution Mitigation,TheWhiteCompany,Lazarus Group,APT28
T1196,
T1191,
T1179,
T1059,Command and Scripting Interpreter,SideCopy,Rancor,Whitefly,Lazarus Group,BlackTech,APT36,Windigo,LazyScripter,Patchwork,SilverTerrier,Cleaver,CopyKittens,WizardSpider,Chimera,GamaredonGroup,HAFNIUM,Suckfly,APT1,BRONZE-BUTLER,RTM,APT12,Leafminer,OilRig,ScarletMimic,EarthLusca,StealthFalcon,PittyTiger,PLATINUM,Mofang,TA551,Lotus Blossom,Sandworm,DragonOK,Gallmaker,TheWhiteCompany,APT30,TG-3390,APT37,FIN8,Indrik Spider,APT39,Orangeworm,Blackfly,Confucius,Turla,Evilnum,DarkCaracal,menuPass,FIN7,Leviathan,Kimsuky,GorgonGroup,EXOTICLILY,Machete,FIN4,APT19,Thrip,TontoTeam,Aquatic-Panda,APT31,Moses Staff,WIRTE,DeepPanda,FIN10,Naikon,GOLDSOUTHFIELD,DarkHydrus,PROMETHIUM,APT2,Sowbug,SideWinder,POLONIUM,admin@338,APT29,TeamTNT,APT38,IndigoZebra,FoxKitten,GALLIUM,Poseidon Group,APT41,APT28,Inception,Blue-Mockingbird,TA505,EmberBear,APT32,BackdoorDiplomacy,Higaisa,Andariel,Mustang Panda,Windshift,HEXANE,Darkhotel,APT18,Magic Hound,FerociousKitten,APT3,Nomadic Octopus,APT17,TG-1314,Ke3chang,KeyBoy,MuddyWater,FIN6,Silence,CobaltGroup,APT33,APT-C-36,Dragonfly,VolatileCedar,Axiom,Group5,Carbanak,TEMP.Veles,Moafee,Rocke,DarkVishnya,TA459,Elderwood,FIN5,Molerats
T1547,Boot or Logon Autostart Execution,SideCopy,Rancor,Whitefly,Lazarus Group,BlackTech,APT36,LazyScripter,Patchwork,SilverTerrier,Cleaver,CopyKittens,WizardSpider,Chimera,GamaredonGroup,APT1,BRONZE-BUTLER,RTM,APT12,Leafminer,OilRig,EarthLusca,PittyTiger,PLATINUM,Mofang,TA551,Lotus Blossom,Sandworm,DragonOK,TheWhiteCompany,APT30,TG-3390,APT37,Aoqin-Dragon,LAPSUS$,Indrik Spider,FIN8,APT39,Blackfly,Confucius,Turla,Evilnum,DarkCaracal,menuPass,FIN7,Leviathan,NEODYMIUM,Kimsuky,GorgonGroup,EXOTICLILY,Machete,APT19,Thrip,TontoTeam,Aquatic-Panda,APT31,WIRTE,DeepPanda,FIN10,Naikon,DarkHydrus,PROMETHIUM,APT2,SideWinder,admin@338,APT29,TeamTNT,APT38,IndigoZebra,GALLIUM,APT41,APT28,Inception,Blue-Mockingbird,TA505,EmberBear,APT32,BackdoorDiplomacy,Higaisa,Andariel,Mustang Panda,Windshift,HEXANE,Darkhotel,APT18,Magic Hound,FerociousKitten,APT3,Nomadic Octopus,Ke3chang,KeyBoy,MuddyWater,FIN6,Silence,CobaltGroup,APT33,Dragonfly,Axiom,Group5,Carbanak,TEMP.Veles,Moafee,Rocke,TA459,Elderwood,Molerats
T1608,Stage Capabilities,TA505,TG-3390,Kimsuky,APT32,HEXANE,BITTER,SideCopy,TeamTNT,GamaredonGroup,LazyScripter,EXOTICLILY,Dragonfly,Mustang Panda,SilentLibrarian,Lazarus Group,EarthLusca,APT36
T1548,Abuse Elevation Control Mechanism,Mofang,DarkHydrus,Sandworm,SideWinder,Rancor,Lazarus Group,MuddyWater,FIN6,Silence,TG-3390,APT37,Indrik Spider,APT29,CobaltGroup,APT33,LazyScripter,Blackfly,Patchwork,SilverTerrier,CopyKittens,APT41,Confucius,Turla,APT28,DarkCaracal,menuPass,Evilnum,FIN7,Leviathan,TA505,WizardSpider,EmberBear,Kimsuky,APT32,Chimera,BackdoorDiplomacy,GorgonGroup,EXOTICLILY,Mustang Panda,APT19,Aquatic-Panda,BRONZE-BUTLER,RTM,TA459,HEXANE,Magic Hound,DeepPanda,FIN10,EarthLusca
